"noShows","total_Time","weekday","weekend","Afternoon","Day","Evening","Night","Children","Comedy","Drama","Entertainment","Factual","Learning","Music","News","NoGenre","RelEthics","Sport","Weather","per_al_Watched","watched_in_Feb"
1,1.5826,1,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"No"
36,672.531066666667,0.555555555555556,0.444444444444444,0.222222222222222,0.222222222222222,0.305555555555556,0.25,0,0,8.33333333333333,0,91.6666666666667,0,0,0,0,0,0,0,66.6666666666667,"No"
3,4.13218333333333,0,1,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,33.3333333333333,0,0,66.6666666666667,0,0,"No"
2,3.13333333333333,1,0,0,1,0,0,0,0,0,50,50,0,0,0,0,0,0,0,100,"No"
3,58.2186333333333,0.666666666666667,0.333333333333333,0,0.333333333333333,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
2,1.34598333333333,1,0,0,0,0,1,0,0,0,50,0,0,0,0,0,0,50,0,0,"Yes"
24,523.034966666667,0.5,0.5,0.125,0.0833333333333333,0.458333333333333,0.333333333333333,45.8333333333333,12.5,8.33333333333333,8.33333333333333,20.8333333333333,0,0,0,0,0,4.16666666666667,0,50,"Yes"
2,41.874,1,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
5,120.598716666667,1,0,0,0,0.6,0.4,0,40,40,0,20,0,0,0,0,0,0,0,40,"Yes"
45,440.9782,0.955555555555556,0.0444444444444444,0.0888888888888889,0.488888888888889,0.333333333333333,0.0888888888888889,2.22222222222222,15.5555555555556,26.6666666666667,15.5555555555556,40,0,0,0,0,0,0,0,17.7777777777778,"Yes"
1,0.166766666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
2,18.2124666666667,1,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
1,28.9531333333333,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,"Yes"
1,0.0981166666666667,1,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
16,497.8973,0.75,0.25,0,0,0.1875,0.8125,0,6.25,12.5,12.5,68.75,0,0,0,0,0,0,0,43.75,"Yes"
7,127.608816666667,0.285714285714286,0.714285714285714,0,0,0.571428571428571,0.428571428571429,0,0,14.2857142857143,0,28.5714285714286,0,0,14.2857142857143,0,0,42.8571428571429,0,0,"Yes"
1,1.35,1,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,"No"
13,384.802333333333,1,0,0.307692307692308,0.230769230769231,0,0.461538461538462,0,0,30.7692307692308,7.69230769230769,23.0769230769231,0,0,30.7692307692308,0,0,0,7.69230769230769,23.0769230769231,"Yes"
7,91.5190833333333,1,0,0,0.571428571428571,0.428571428571429,0,42.8571428571429,0,14.2857142857143,0,42.8571428571429,0,0,0,0,0,0,0,0,"Yes"
96,2310.1333,0.541666666666667,0.458333333333333,0.0416666666666667,0.0520833333333333,0.729166666666667,0.177083333333333,0,10.4166666666667,16.6666666666667,8.33333333333333,35.4166666666667,0,0,15.625,0,0,10.4166666666667,3.125,41.6666666666667,"Yes"
4,39.0063833333333,0,1,0.5,0,0.5,0,0,0,0,25,25,0,25,25,0,0,0,0,75,"Yes"
1,15.11495,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
2,20.8437833333333,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"No"
3,51.5351333333333,0.666666666666667,0.333333333333333,0.666666666666667,0,0.333333333333333,0,0,0,33.3333333333333,0,66.6666666666667,0,0,0,0,0,0,0,0,"Yes"
7,64.82665,0.857142857142857,0.142857142857143,0.285714285714286,0.714285714285714,0,0,0,71.4285714285714,14.2857142857143,0,14.2857142857143,0,0,0,0,0,0,0,0,"Yes"
5,28.4748666666667,0.2,0.8,0.2,0,0.8,0,0,0,0,0,20,0,0,0,0,0,80,0,0,"Yes"
1,0.84465,1,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
4,219.788433333333,1,0,0,0,0.5,0.5,50,0,50,0,0,0,0,0,0,0,0,0,25,"No"
36,449.199233333333,0.666666666666667,0.333333333333333,0,0.527777777777778,0.416666666666667,0.0555555555555556,0,5.55555555555556,50,16.6666666666667,22.2222222222222,0,0,2.77777777777778,0,0,0,2.77777777777778,11.1111111111111,"Yes"
5,53.7713666666667,0.6,0.4,0,0,0,1,0,0,0,80,20,0,0,0,0,0,0,0,0,"No"
1,2.60513333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
82,1694.62396666667,0.5,0.5,0.182926829268293,0.317073170731707,0.475609756097561,0.024390243902439,0,2.4390243902439,2.4390243902439,8.53658536585366,65.8536585365854,0,0,14.6341463414634,0,1.21951219512195,4.8780487804878,0,30.4878048780488,"Yes"
1,3.31666666666667,1,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,100,"No"
2,0.251316666666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"No"
6,163.059633333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0.666666666666667,0,0,0,66.6666666666667,16.6666666666667,16.6666666666667,0,0,0,0,0,0,0,33.3333333333333,"Yes"
1,1.34361666666667,0,1,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,"No"
81,1858.8159,0.777777777777778,0.222222222222222,0.111111111111111,0,0.481481481481481,0.407407407407407,2.46913580246914,12.3456790123457,71.6049382716049,1.23456790123457,7.40740740740741,0,0,4.93827160493827,0,0,0,0,53.0864197530864,"Yes"
33,1163.26121666667,0.696969696969697,0.303030303030303,0,0,0.545454545454545,0.454545454545455,0,18.1818181818182,0,24.2424242424242,39.3939393939394,0,0,6.06060606060606,0,0,12.1212121212121,0,63.6363636363636,"Yes"
1,5.51123333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
1,89.07145,1,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"Yes"
7,71.6545166666667,1,0,0,1,0,0,0,0,0,0,14.2857142857143,0,0,28.5714285714286,0,0,57.1428571428571,0,0,"Yes"
2,22.0058166666667,1,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"Yes"
4,14.9294833333333,0.5,0.5,0.25,0,0.5,0.25,0,0,25,0,25,0,0,0,0,0,50,0,0,"No"
2,17.5236666666667,0.5,0.5,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
1,1.03333333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,"No"
4,34.06725,0.75,0.25,0,0.75,0.25,0,0,0,25,0,75,0,0,0,0,0,0,0,25,"Yes"
1,30,1,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,"No"
2,59.5333333333333,0,1,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,"Yes"
6,47.30085,1,0,0,1,0,0,0,0,0,0,0,0,0,50,0,0,0,50,16.6666666666667,"Yes"
2,1.76415,0.5,0.5,0.5,0.5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,50,"No"
5,23.6466666666667,0,1,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,20,"No"
9,199.181983333333,0.777777777777778,0.222222222222222,0,0,0.444444444444444,0.555555555555556,0,22.2222222222222,55.5555555555556,0,22.2222222222222,0,0,0,0,0,0,0,33.3333333333333,"Yes"
3,5.81511666666667,1,0,0,1,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,66.6666666666667,0,33.3333333333333,"Yes"
1,0.246116666666667,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
1,2.93333333333333,1,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,"No"
1,1.25723333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"Yes"
14,345.4695,0.428571428571429,0.571428571428571,0.357142857142857,0.642857142857143,0,0,0,0,100,0,0,0,0,0,0,0,0,0,42.8571428571429,"No"
186,5610.11595,0.688172043010753,0.311827956989247,0.139784946236559,0.263440860215054,0.258064516129032,0.338709677419355,0,1.0752688172043,26.3440860215054,25.8064516129032,30.1075268817204,0,3.2258064516129,1.0752688172043,0,0,10.752688172043,1.61290322580645,48.9247311827957,"Yes"
1,0.08745,0,1,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,"No"
1,1.00053333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,"No"
7,69.9764333333333,0.285714285714286,0.714285714285714,0.142857142857143,0,0.857142857142857,0,0,0,28.5714285714286,0,71.4285714285714,0,0,0,0,0,0,0,14.2857142857143,"Yes"
6,119.5237,1,0,0,0,0.833333333333333,0.166666666666667,0,100,0,0,0,0,0,0,0,0,0,0,66.6666666666667,"Yes"
2,5.05483333333333,1,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
1,0.586533333333333,1,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"Yes"
7,52.2497833333333,0,1,0.142857142857143,0.857142857142857,0,0,0,0,14.2857142857143,0,85.7142857142857,0,0,0,0,0,0,0,14.2857142857143,"Yes"
3,73.6728,0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0,0,0,0,33.3333333333333,0,0,0,0,0,66.6666666666667,0,0,"No"
1,3.0006,1,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,"Yes"
3,15.37745,1,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,33.3333333333333,0,0,33.3333333333333,0,0,0,33.3333333333333,0,"No"
1,0.176,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
3,104.259533333333,1,0,0,0,1,0,0,0,66.6666666666667,0,33.3333333333333,0,0,0,0,0,0,0,33.3333333333333,"Yes"
1,3.66666666666667,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"No"
3,59.89125,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,66.6666666666667,0,0,0,33.3333333333333,0,0,"No"
4,13.5257833333333,1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"No"
49,705.5431,0.857142857142857,0.142857142857143,0.285714285714286,0.469387755102041,0.163265306122449,0.0816326530612245,0,51.0204081632653,8.16326530612245,6.12244897959184,20.4081632653061,0,6.12244897959184,6.12244897959184,0,0,0,2.04081632653061,22.4489795918367,"Yes"
6,192.5476,0.666666666666667,0.333333333333333,0,0.166666666666667,0.833333333333333,0,0,0,0,0,100,0,0,0,0,0,0,0,66.6666666666667,"No"
1,0.185266666666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
1,36.58785,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
1,0.127266666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"No"
2,58.0355833333333,1,0,0,0,0.5,0.5,0,0,100,0,0,0,0,0,0,0,0,0,50,"Yes"
3,11.2531666666667,1,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"No"
11,285.06795,0.636363636363636,0.363636363636364,0,0,0.818181818181818,0.181818181818182,0,0,36.3636363636364,18.1818181818182,36.3636363636364,0,0,9.09090909090909,0,0,0,0,36.3636363636364,"Yes"
9,228.050383333333,0.888888888888889,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0,0,0,33.3333333333333,0,66.6666666666667,0,0,0,0,0,0,0,55.5555555555556,"No"
4,65.48405,1,0,0.25,0.75,0,0,100,0,0,0,0,0,0,0,0,0,0,0,25,"Yes"
1,1.38551666666667,0,1,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"Yes"
1,58.9397666666667,1,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,100,"No"
2,14.33855,0,1,0,0,0,1,0,0,0,0,50,0,0,50,0,0,0,0,0,"Yes"
6,79.8431166666667,0.666666666666667,0.333333333333333,0,0.333333333333333,0.666666666666667,0,0,0,16.6666666666667,0,0,0,0,33.3333333333333,0,0,16.6666666666667,33.3333333333333,16.6666666666667,"No"
3,174.434116666667,0,1,0,0,0.666666666666667,0.333333333333333,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,0,0,100,"No"
4,5.55,0.75,0.25,0.25,0.5,0.25,0,0,0,25,0,50,0,0,25,0,0,0,0,100,"Yes"
1,0.237816666666667,1,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
2,63.6113666666667,0,1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
1,2.03333333333333,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,"No"
1,1.49245,1,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"No"
2,42.7329666666667,0,1,0,0.5,0.5,0,0,0,50,0,50,0,0,0,0,0,0,0,0,"Yes"
2,30.6783,1,0,0.5,0,0.5,0,0,0,0,0,50,0,0,50,0,0,0,0,0,"No"
1,0.166866666666667,1,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"No"
2,22.3518833333333,1,0,0,0,1,0,0,0,0,0,50,0,50,0,0,0,0,0,0,"No"
23,240.7638,0.521739130434783,0.478260869565217,0.130434782608696,0.478260869565217,0.391304347826087,0,4.34782608695652,13.0434782608696,0,4.34782608695652,47.8260869565217,0,0,17.3913043478261,0,0,4.34782608695652,8.69565217391304,17.3913043478261,"Yes"
1,15.5362,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
64,1158.25775,0.53125,0.46875,0.078125,0.3125,0.265625,0.34375,0,9.375,45.3125,1.5625,34.375,0,3.125,6.25,0,0,0,0,34.375,"Yes"
6,64.32575,1,0,0.333333333333333,0.666666666666667,0,0,0,0,50,0,50,0,0,0,0,0,0,0,33.3333333333333,"Yes"
18,98.4547166666667,0.777777777777778,0.222222222222222,0.222222222222222,0.166666666666667,0.388888888888889,0.222222222222222,0,22.2222222222222,50,0,11.1111111111111,5.55555555555556,5.55555555555556,5.55555555555556,0,0,0,0,66.6666666666667,"Yes"
18,909.877166666667,0.722222222222222,0.277777777777778,0.388888888888889,0.277777777777778,0.222222222222222,0.111111111111111,0,0,0,0,66.6666666666667,0,5.55555555555556,0,5.55555555555556,0,22.2222222222222,0,77.7777777777778,"Yes"
50,532.797133333333,0.74,0.26,0.28,0.4,0.3,0.02,0,0,100,0,0,0,0,0,0,0,0,0,0,"Yes"
1,0.12735,0,1,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"No"
1,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,"No"
4,69.9076,1,0,0.25,0,0.75,0,0,0,50,0,50,0,0,0,0,0,0,0,25,"Yes"
1,9.91873333333333,1,0,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,100,"No"
9,161.926266666667,0.666666666666667,0.333333333333333,0.222222222222222,0,0.777777777777778,0,0,0,77.7777777777778,11.1111111111111,0,0,0,0,11.1111111111111,0,0,0,33.3333333333333,"Yes"
11,389.456616666667,0.454545454545455,0.545454545454545,0.0909090909090909,0.545454545454545,0.181818181818182,0.181818181818182,0,0,27.2727272727273,18.1818181818182,36.3636363636364,0,0,0,0,0,18.1818181818182,0,36.3636363636364,"Yes"
6,83.9852,0.833333333333333,0.166666666666667,0,0,0.5,0.5,0,0,0,0,50,0,0,0,0,0,50,0,0,"No"
9,9.8201,0.777777777777778,0.222222222222222,0,0,1,0,0,0,77.7777777777778,0,22.2222222222222,0,0,0,0,0,0,0,11.1111111111111,"Yes"
2,0.29815,0.5,0.5,0,1,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,"No"
2,11.7600333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"No"
40,513.258366666667,0.675,0.325,0,0,0.625,0.375,0,2.5,20,5,5,0,0,42.5,0,0,0,25,37.5,"No"
1,7.44408333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"Yes"
3,3.92821666666667,1,0,0,1,0,0,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,0,0,0,"Yes"
4,7.53333333333333,0.5,0.5,0,0.5,0.5,0,0,75,0,0,25,0,0,0,0,0,0,0,100,"Yes"
3,60.6874666666667,0,1,0,0,0.333333333333333,0.666666666666667,0,0,0,0,100,0,0,0,0,0,0,0,33.3333333333333,"Yes"
6,94.45935,0.166666666666667,0.833333333333333,0.5,0.166666666666667,0,0.333333333333333,0,0,100,0,0,0,0,0,0,0,0,0,16.6666666666667,"No"
11,299.65955,0.909090909090909,0.0909090909090909,0.181818181818182,0,0.818181818181818,0,0,45.4545454545455,0,18.1818181818182,18.1818181818182,0,9.09090909090909,0,0,0,9.09090909090909,0,45.4545454545455,"Yes"
1,0.983916666666667,1,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"No"
1,1.53673333333333,1,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,"No"
118,2058.93526666667,0.610169491525424,0.389830508474576,0.127118644067797,0.415254237288136,0.406779661016949,0.0508474576271186,0.847457627118644,1.69491525423729,6.77966101694915,11.864406779661,25.4237288135593,0,0,20.3389830508475,0,1.69491525423729,16.1016949152542,15.2542372881356,36.4406779661017,"Yes"
2,28.9318166666667,0.5,0.5,0,0,0.5,0.5,0,50,0,0,50,0,0,0,0,0,0,0,100,"Yes"
1,3.0007,0,1,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
2,4.93415,1,0,0,1,0,0,0,0,50,0,50,0,0,0,0,0,0,0,50,"Yes"
83,1284.46376666667,0.807228915662651,0.192771084337349,0.132530120481928,0.168674698795181,0.530120481927711,0.168674698795181,26.5060240963855,4.81927710843374,33.7349397590361,2.40963855421687,6.02409638554217,1.20481927710843,0,14.4578313253012,0,0,1.20481927710843,9.63855421686747,37.3493975903614,"Yes"
10,62.98335,0.5,0.5,0,0.4,0.4,0.2,0,20,10,0,20,0,0,10,0,10,30,0,30,"Yes"
18,560.058716666667,0.611111111111111,0.388888888888889,0.111111111111111,0,0,0.888888888888889,0,0,77.7777777777778,0,22.2222222222222,0,0,0,0,0,0,0,44.4444444444444,"Yes"
521,13880.35545,0.610364683301344,0.389635316698656,0.124760076775432,0.193857965451056,0.36468330134357,0.316698656429942,0,1.53550863723608,11.5163147792706,9.78886756238004,14.7792706333973,0,0.959692898272553,43.7619961612284,0,1.34357005758157,6.52591170825336,9.78886756238004,36.468330134357,"Yes"
1,2.24855,0,1,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
3,29.2233,1,0,0,0.666666666666667,0.333333333333333,0,0,0,0,33.3333333333333,33.3333333333333,0,0,33.3333333333333,0,0,0,0,0,"No"
11,352.504016666667,0.909090909090909,0.0909090909090909,0,0.818181818181818,0,0.181818181818182,0,18.1818181818182,0,0,0,0,0,54.5454545454545,0,0,0,27.2727272727273,9.09090909090909,"Yes"
1,0.310583333333333,1,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
1,1.45845,1,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"Yes"
1,2.23303333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"No"
5,60.4211166666667,1,0,0,0,1,0,40,0,0,0,40,0,0,0,0,0,20,0,20,"Yes"
5,217.788383333333,1,0,0,0.6,0,0.4,0,0,0,0,20,0,0,80,0,0,0,0,20,"No"
1,5.45655,1,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,"No"
6,81.0716833333333,1,0,0.166666666666667,0,0.833333333333333,0,0,0,0,50,33.3333333333333,0,0,0,0,0,0,16.6666666666667,33.3333333333333,"No"
1,2.76823333333333,1,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"Yes"
13,295.44205,0.307692307692308,0.692307692307692,0,0,0.461538461538462,0.538461538461538,0,0,0,0,0,0,7.69230769230769,7.69230769230769,0,0,76.9230769230769,7.69230769230769,0,"Yes"
4,117.826533333333,1,0,0,0,1,0,0,0,25,0,0,0,25,0,0,0,50,0,25,"Yes"
1,4.0007,1,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,"No"
2,13.7152333333333,0.5,0.5,0,0,0.5,0.5,0,0,0,0,100,0,0,0,0,0,0,0,50,"No"
6,175.720666666667,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,0,0,0,0,16.6666666666667,50,0,16.6666666666667,16.6666666666667,0,0,0,0,16.6666666666667,"Yes"
1,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,"No"
27,568.876016666667,0.925925925925926,0.0740740740740741,0.148148148148148,0.185185185185185,0.666666666666667,0,0,3.7037037037037,3.7037037037037,7.40740740740741,14.8148148148148,0,7.40740740740741,55.5555555555556,0,0,7.40740740740741,0,25.9259259259259,"Yes"
3,85.6100333333333,0.666666666666667,0.333333333333333,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,66.6666666666667,"No"
3,4.59728333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0.666666666666667,0,66.6666666666667,0,0,0,0,0,0,33.3333333333333,0,0,0,66.6666666666667,"Yes"
13,48.1028333333333,0.461538461538462,0.538461538461538,0.153846153846154,0.153846153846154,0.692307692307692,0,0,0,46.1538461538462,0,53.8461538461538,0,0,0,0,0,0,0,7.69230769230769,"Yes"
46,1070.4601,0.760869565217391,0.239130434782609,0.152173913043478,0.782608695652174,0,0.0652173913043478,0,2.17391304347826,13.0434782608696,4.34782608695652,26.0869565217391,0,0,52.1739130434783,0,0,0,2.17391304347826,23.9130434782609,"Yes"
7,114.470616666667,1,0,0,0.714285714285714,0.142857142857143,0.142857142857143,0,0,71.4285714285714,0,28.5714285714286,0,0,0,0,0,0,0,28.5714285714286,"No"
3,40.2035333333333,0.666666666666667,0.333333333333333,0,0,1,0,0,0,66.6666666666667,0,0,0,0,33.3333333333333,0,0,0,0,0,"Yes"
15,417.47735,0.733333333333333,0.266666666666667,0.266666666666667,0.533333333333333,0.2,0,0,6.66666666666667,93.3333333333333,0,0,0,0,0,0,0,0,0,46.6666666666667,"Yes"
1,1.38185,1,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,"Yes"
1,13.0645666666667,0,1,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"Yes"
6,288.931166666667,0,1,0.166666666666667,0,0.833333333333333,0,0,16.6666666666667,0,0,33.3333333333333,0,0,33.3333333333333,0,0,16.6666666666667,0,83.3333333333333,"No"
2,118.227816666667,0.5,0.5,0.5,0,0.5,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"No"
13,605.334583333333,0.846153846153846,0.153846153846154,0,0.846153846153846,0.153846153846154,0,0,0,7.69230769230769,0,15.3846153846154,0,0,53.8461538461538,0,0,23.0769230769231,0,38.4615384615385,"Yes"
23,866.291016666667,0.652173913043478,0.347826086956522,0,0.0434782608695652,0.391304347826087,0.565217391304348,0,0,56.5217391304348,26.0869565217391,13.0434782608696,0,4.34782608695652,0,0,0,0,0,78.2608695652174,"No"
1,2.51998333333333,0,1,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
3,59.3808833333333,0,1,0,0,1,0,0,0,0,0,66.6666666666667,0,0,0,33.3333333333333,0,0,0,33.3333333333333,"No"
32,446.906,0.84375,0.15625,0.09375,0.1875,0.65625,0.0625,34.375,56.25,0,6.25,3.125,0,0,0,0,0,0,0,28.125,"Yes"
1,0.35415,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"Yes"
1,1.50925,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
2,13.4796,1,0,0,1,0,0,0,0,0,50,50,0,0,0,0,0,0,0,50,"No"
1,0.837666666666667,1,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"Yes"
1,4.1576,1,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
134,1095.51991666667,0.694029850746269,0.305970149253731,0.343283582089552,0.358208955223881,0.291044776119403,0.00746268656716418,93.2835820895522,0,1.49253731343284,0.746268656716418,2.23880597014925,0.746268656716418,0,0.746268656716418,0.746268656716418,0,0,0,16.4179104477612,"Yes"
6,185.504633333333,0.5,0.5,0,0,0,1,0,0,33.3333333333333,0,0,0,0,0,0,0,66.6666666666667,0,33.3333333333333,"Yes"
4,59.5404,1,0,0.25,0,0.75,0,0,25,25,25,25,0,0,0,0,0,0,0,25,"Yes"
5,31.8597333333333,0.6,0.4,0.6,0,0.4,0,60,0,0,0,0,0,0,0,0,0,40,0,0,"Yes"
1,68.1744166666667,1,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"Yes"
1,9.14503333333333,1,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
1,0.283733333333333,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
3,15.5467666666667,1,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,66.6666666666667,0,0,33.3333333333333,0,0,0,0,33.3333333333333,"Yes"
3,104.661833333333,1,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,66.6666666666667,"No"
19,358.666766666667,0.684210526315789,0.315789473684211,0.0526315789473684,0,0.842105263157895,0.105263157894737,0,0,68.4210526315789,0,10.5263157894737,0,0,21.0526315789474,0,0,0,0,52.6315789473684,"Yes"
56,1995.1276,0.714285714285714,0.285714285714286,0.0535714285714286,0.0178571428571429,0.928571428571429,0,0,3.57142857142857,30.3571428571429,7.14285714285714,57.1428571428571,0,0,1.78571428571429,0,0,0,0,62.5,"Yes"
49,900.238116666667,0.693877551020408,0.306122448979592,0.0408163265306122,0.0612244897959184,0.836734693877551,0.0612244897959184,0,8.16326530612245,16.3265306122449,8.16326530612245,51.0204081632653,0,0,8.16326530612245,0,0,6.12244897959184,2.04081632653061,36.734693877551,"Yes"
7,77.8603,1,0,0.142857142857143,0.428571428571429,0.142857142857143,0.285714285714286,0,14.2857142857143,0,0,0,0,0,57.1428571428571,14.2857142857143,0,0,14.2857142857143,14.2857142857143,"Yes"
1,0.768316666666667,1,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
7,307.265416666667,0.571428571428571,0.428571428571429,0,0,0,1,0,0,28.5714285714286,42.8571428571429,28.5714285714286,0,0,0,0,0,0,0,57.1428571428571,"Yes"
13,174.86195,1,0,0,0,0.538461538461538,0.461538461538462,0,0,0,0,30.7692307692308,0,0,61.5384615384615,0,0,0,7.69230769230769,30.7692307692308,"Yes"
7,111.577,0.428571428571429,0.571428571428571,0,0.142857142857143,0.714285714285714,0.142857142857143,0,0,57.1428571428571,0,14.2857142857143,0,0,14.2857142857143,14.2857142857143,0,0,0,42.8571428571429,"Yes"
18,420.46695,0.5,0.5,0,0,0.333333333333333,0.666666666666667,5.55555555555556,33.3333333333333,16.6666666666667,22.2222222222222,5.55555555555556,0,16.6666666666667,0,0,0,0,0,44.4444444444444,"Yes"
1,28.3048333333333,1,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,100,"No"
