"noShows","total_Time","weekday","weekend","Afternoon","Day","Evening","Night","Children","Comedy","Drama","Entertainment","Factual","Learning","Music","News","NoGenre","RelEthics","Sport","Weather","per_al_Watched","watched_in_Feb"
1,0.124883333333333,1,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
3,42.1203666666667,0,1,0.333333333333333,0.333333333333333,0.333333333333333,0,0,33.3333333333333,0,33.3333333333333,33.3333333333333,0,0,0,0,0,0,0,0,"Yes"
1,0.0952666666666667,1,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"No"
7,65.12145,0.428571428571429,0.571428571428571,0.285714285714286,0,0.428571428571429,0.285714285714286,0,57.1428571428571,0,0,0,0,0,42.8571428571429,0,0,0,0,14.2857142857143,"Yes"
1,1.00798333333333,1,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
2,57.9080666666667,1,0,0.5,0,0.5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
1,15.93965,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
3,87.3709833333333,1,0,0,0,0,1,0,0,66.6666666666667,0,33.3333333333333,0,0,0,0,0,0,0,33.3333333333333,"Yes"
1,0.61055,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
2,61.0655,0,1,0,0,1,0,0,0,50,50,0,0,0,0,0,0,0,0,50,"Yes"
2,59.0595,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,50,"Yes"
9,192.297133333333,0.666666666666667,0.333333333333333,0.222222222222222,0.333333333333333,0.444444444444444,0,0,0,44.4444444444444,0,55.5555555555556,0,0,0,0,0,0,0,44.4444444444444,"Yes"
1,0.134266666666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
6,126.99465,0,1,0.333333333333333,0.5,0,0.166666666666667,0,0,66.6666666666667,0,33.3333333333333,0,0,0,0,0,0,0,16.6666666666667,"Yes"
1,0.125066666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"No"
3,97.9148,0,1,0,1,0,0,0,66.6666666666667,0,33.3333333333333,0,0,0,0,0,0,0,0,66.6666666666667,"No"
1,57.5568833333333,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"Yes"
24,219.539733333333,0.833333333333333,0.166666666666667,0,0.25,0.666666666666667,0.0833333333333333,0,0,8.33333333333333,20.8333333333333,58.3333333333333,0,0,12.5,0,0,0,0,8.33333333333333,"Yes"
1,11.99795,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
37,586.096316666667,0.837837837837838,0.162162162162162,0.297297297297297,0.135135135135135,0.567567567567568,0,0,0,70.2702702702703,0,24.3243243243243,0,0,5.40540540540541,0,0,0,0,21.6216216216216,"Yes"
9,85.1122666666667,1,0,0.111111111111111,0.333333333333333,0.555555555555556,0,0,0,33.3333333333333,0,44.4444444444444,0,0,11.1111111111111,0,0,0,11.1111111111111,33.3333333333333,"Yes"
10,204.4774,0.2,0.8,0.4,0.1,0.5,0,0,0,100,0,0,0,0,0,0,0,0,0,30,"Yes"
1,0.213866666666667,1,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
782,25822.1994666667,0.679028132992327,0.320971867007673,0.121483375959079,0.319693094629156,0.308184143222506,0.250639386189258,0.255754475703325,1.66240409207161,7.54475703324808,6.64961636828645,42.1994884910486,0,0.51150895140665,29.4117647058824,0,0.383631713554987,3.96419437340153,7.41687979539642,41.6879795396419,"Yes"
2,17.3213,1,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
11,15.3181333333333,1,0,0,0.0909090909090909,0.818181818181818,0.0909090909090909,0,0,0,0,100,0,0,0,0,0,0,0,0,"Yes"
4,85.7151833333333,0.75,0.25,0,0,1,0,0,0,50,0,50,0,0,0,0,0,0,0,25,"No"
19,574.401083333333,0.736842105263158,0.263157894736842,0.315789473684211,0.157894736842105,0.526315789473684,0,0,47.3684210526316,31.5789473684211,10.5263157894737,5.26315789473684,0,0,0,0,5.26315789473684,0,0,63.1578947368421,"Yes"
1,1.72136666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
27,1011.17133333333,0.62962962962963,0.37037037037037,0.037037037037037,0.148148148148148,0.037037037037037,0.777777777777778,0,0,0,7.40740740740741,3.7037037037037,0,7.40740740740741,55.5555555555556,0,0,7.40740740740741,18.5185185185185,3.7037037037037,"No"
2,3.25,0.5,0.5,0.5,0.5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"Yes"
9,153.568416666667,1,0,0.222222222222222,0.444444444444444,0,0.333333333333333,22.2222222222222,11.1111111111111,33.3333333333333,0,33.3333333333333,0,0,0,0,0,0,0,33.3333333333333,"No"
8,77.13025,0.875,0.125,0,0,0.875,0.125,0,0,50,0,12.5,0,0,25,0,0,0,12.5,12.5,"No"
1,5.59925,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
1,31.99525,0,1,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,"No"
5,22.85525,1,0,0.6,0,0.4,0,0,0,80,0,20,0,0,0,0,0,0,0,0,"No"
1,15.74225,0,1,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"No"
18,281.333783333333,0.388888888888889,0.611111111111111,0.111111111111111,0.277777777777778,0.222222222222222,0.388888888888889,0,27.7777777777778,27.7777777777778,5.55555555555556,16.6666666666667,0,11.1111111111111,0,0,0,11.1111111111111,0,38.8888888888889,"Yes"
15,247.9197,0.8,0.2,0.0666666666666667,0.2,0.733333333333333,0,0,6.66666666666667,20,0,40,0,0,20,0,0,6.66666666666667,6.66666666666667,46.6666666666667,"Yes"
7,154.823983333333,0.142857142857143,0.857142857142857,0,0.857142857142857,0.142857142857143,0,57.1428571428571,0,0,0,42.8571428571429,0,0,0,0,0,0,0,71.4285714285714,"Yes"
4,108.526433333333,1,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,75,25,25,"Yes"
8,104.312116666667,0.75,0.25,0,0,1,0,0,0,0,25,75,0,0,0,0,0,0,0,0,"Yes"
1,88.3476666666667,0,1,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"Yes"
3,91.3322,1,0,0,1,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,66.6666666666667,0,33.3333333333333,"Yes"
48,958.338,0.729166666666667,0.270833333333333,0.0833333333333333,0.125,0.395833333333333,0.395833333333333,0,0,79.1666666666667,4.16666666666667,12.5,0,4.16666666666667,0,0,0,0,0,39.5833333333333,"Yes"
73,2570.0565,0.89041095890411,0.10958904109589,0.246575342465753,0.520547945205479,0.232876712328767,0,1.36986301369863,2.73972602739726,5.47945205479452,5.47945205479452,42.4657534246575,0,0,32.8767123287671,0,0,0,9.58904109589041,49.3150684931507,"No"
10,141.730016666667,1,0,0.5,0.1,0.3,0.1,100,0,0,0,0,0,0,0,0,0,0,0,30,"No"
1,0.125716666666667,0,1,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
2,1.25886666666667,0,1,0.5,0,0.5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"Yes"
12,70.8700333333333,0.5,0.5,0.0833333333333333,0,0.25,0.666666666666667,0,0,58.3333333333333,25,8.33333333333333,0,0,8.33333333333333,0,0,0,0,50,"Yes"
3,21.57295,1,0,0,0,1,0,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,0,0,33.3333333333333,"No"
7,200.433583333333,0.428571428571429,0.571428571428571,0.285714285714286,0.428571428571429,0.285714285714286,0,28.5714285714286,0,42.8571428571429,0,28.5714285714286,0,0,0,0,0,0,0,28.5714285714286,"Yes"
2,87.8752833333333,0,1,0.5,0,0.5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"Yes"
1,1.08475,1,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
2,4.29133333333333,1,0,1,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,"No"
1,5.34181666666667,1,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"Yes"
1,30.0102333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
1,2.6,1,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,100,"Yes"
1,12.43585,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
208,3225.30403333333,0.822115384615385,0.177884615384615,0.235576923076923,0.0432692307692308,0.711538461538462,0.00961538461538462,0.480769230769231,4.80769230769231,2.40384615384615,20.1923076923077,40.8653846153846,0,1.44230769230769,16.8269230769231,0,0,5.28846153846154,7.69230769230769,30.7692307692308,"Yes"
1,14.28925,1,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"Yes"
2,3.21455,1,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,"No"
1,0.142883333333333,0,1,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
1,49.6409333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
7,276.222716666667,1,0,0,0.428571428571429,0.571428571428571,0,0,0,0,14.2857142857143,57.1428571428571,0,28.5714285714286,0,0,0,0,0,42.8571428571429,"Yes"
1,1.62786666666667,1,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"Yes"
2,18.1359,0,1,0,0.5,0.5,0,0,0,0,0,50,0,0,0,0,0,50,0,0,"No"
2,5.09111666666667,1,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
12,186.31735,0.833333333333333,0.166666666666667,0.25,0,0.666666666666667,0.0833333333333333,16.6666666666667,0,0,16.6666666666667,58.3333333333333,0,8.33333333333333,0,0,0,0,0,41.6666666666667,"Yes"
2,30.0565833333333,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"Yes"
4,22.5599,0.5,0.5,0,0.25,0.75,0,0,50,0,0,25,0,0,0,25,0,0,0,0,"Yes"
10,118.985933333333,0.2,0.8,0,0.2,0.8,0,0,0,10,0,70,0,0,20,0,0,0,0,20,"Yes"
2,21.2402666666667,0,1,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,50,"No"
2,8.36736666666667,1,0,0,0.5,0,0.5,0,50,0,0,0,0,0,0,0,0,50,0,50,"No"
1,7.75616666666667,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"Yes"
2,24.1097833333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
5,67.19155,1,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,80,0,40,"Yes"
29,687.144966666667,0.448275862068966,0.551724137931034,0.241379310344828,0.379310344827586,0.379310344827586,0,0,55.1724137931034,34.4827586206897,0,6.89655172413793,0,0,3.44827586206897,0,0,0,0,48.2758620689655,"Yes"
47,561.394433333333,0.468085106382979,0.531914893617021,0.127659574468085,0.425531914893617,0.446808510638298,0,0,10.6382978723404,0,10.6382978723404,27.6595744680851,0,0,34.0425531914894,0,0,0,17.0212765957447,19.1489361702128,"Yes"
2,0.300433333333333,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"Yes"
2,0.83615,0,1,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,50,"No"
3,40.0826833333333,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0,100,0,0,0,0,0,0,0,0,0,0,33.3333333333333,"No"
4,2.65275,0.25,0.75,0,0,1,0,0,25,50,0,25,0,0,0,0,0,0,0,25,"Yes"
16,577.485016666667,0.6875,0.3125,0,0,1,0,0,18.75,0,0,81.25,0,0,0,0,0,0,0,93.75,"Yes"
2,0.85235,1,0,0,0,0,1,0,0,50,50,0,0,0,0,0,0,0,0,50,"No"
2,6.04881666666667,1,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,50,"No"
5,94.1325833333333,1,0,0,0.8,0.2,0,0,0,0,20,80,0,0,0,0,0,0,0,40,"Yes"
2,0.656566666666667,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,50,"No"
1,0.333466666666667,1,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,"No"
3,15.0753333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0,0,66.6666666666667,0,0,0,33.3333333333333,0,0,0,0,0,0,0,33.3333333333333,"Yes"
1,0.151666666666667,1,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"No"
4,98.2294833333333,0,1,0.25,0,0.5,0.25,0,0,50,25,0,0,0,25,0,0,0,0,25,"No"
5,154.535833333333,0.6,0.4,0.4,0.6,0,0,0,0,100,0,0,0,0,0,0,0,0,0,60,"Yes"
6,100.449566666667,0.833333333333333,0.166666666666667,0,0.166666666666667,0.666666666666667,0.166666666666667,0,0,83.3333333333333,0,16.6666666666667,0,0,0,0,0,0,0,66.6666666666667,"Yes"
41,748.29075,0.634146341463415,0.365853658536585,0.121951219512195,0.219512195121951,0.536585365853659,0.121951219512195,0,2.4390243902439,65.8536585365854,0,24.390243902439,0,0,7.31707317073171,0,0,0,0,19.5121951219512,"Yes"
19,648.074083333333,0.684210526315789,0.315789473684211,0,0.105263157894737,0.263157894736842,0.631578947368421,0,0,36.8421052631579,36.8421052631579,21.0526315789474,0,0,5.26315789473684,0,0,0,0,42.1052631578947,"Yes"
7,50.9753666666667,1,0,0.142857142857143,0,0.857142857142857,0,0,0,14.2857142857143,0,28.5714285714286,0,0,57.1428571428571,0,0,0,0,14.2857142857143,"No"
8,86.3632166666667,1,0,0,0.5,0.5,0,0,12.5,37.5,0,37.5,0,12.5,0,0,0,0,0,25,"Yes"
3,184.644033333333,0.666666666666667,0.333333333333333,0,0,1,0,0,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,0,100,"No"
1,32.0010666666667,1,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,"No"
1,7.14151666666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
62,1351.12616666667,0.709677419354839,0.290322580645161,0.032258064516129,0.032258064516129,0.629032258064516,0.306451612903226,1.61290322580645,8.06451612903226,3.2258064516129,12.9032258064516,19.3548387096774,0,1.61290322580645,30.6451612903226,0,0,14.5161290322581,8.06451612903226,20.9677419354839,"Yes"
2,9.85538333333333,1,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,50,"No"
2,2.04226666666667,0.5,0.5,0.5,0.5,0,0,0,0,50,0,0,0,0,0,50,0,0,0,50,"No"
18,318.54295,0.888888888888889,0.111111111111111,0.0555555555555556,0.111111111111111,0.833333333333333,0,11.1111111111111,27.7777777777778,38.8888888888889,0,16.6666666666667,0,0,5.55555555555556,0,0,0,0,22.2222222222222,"Yes"
1,0.5,1,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"Yes"
1,1.51666666666667,1,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,"No"
1,0.0951333333333333,1,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
8,307.794383333333,1,0,0,0.125,0.875,0,0,0,87.5,0,0,0,0,0,0,0,12.5,0,50,"Yes"
1,28.22715,0,1,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,100,"Yes"
12,426.91345,0.916666666666667,0.0833333333333333,0.25,0.25,0,0.5,8.33333333333333,0,50,16.6666666666667,16.6666666666667,0,0,0,0,0,8.33333333333333,0,66.6666666666667,"No"
1,1.15596666666667,1,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"Yes"
1,16.62265,1,0,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,"Yes"
28,298.704933333333,0.571428571428571,0.428571428571429,0.178571428571429,0.178571428571429,0.642857142857143,0,0,14.2857142857143,3.57142857142857,21.4285714285714,60.7142857142857,0,0,0,0,0,0,0,10.7142857142857,"Yes"
4,76.2706666666667,1,0,0.5,0.25,0,0.25,0,0,50,25,25,0,0,0,0,0,0,0,75,"Yes"
3,3.32145,0,1,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,66.6666666666667,"No"
48,611.767866666667,0.4375,0.5625,0,0.0625,0.541666666666667,0.395833333333333,31.25,14.5833333333333,37.5,6.25,8.33333333333333,0,2.08333333333333,0,0,0,0,0,27.0833333333333,"Yes"
2,0.301416666666667,0,1,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
1,29.4693333333333,1,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,"Yes"
47,406.9301,0.702127659574468,0.297872340425532,0.0425531914893617,0.0851063829787234,0.553191489361702,0.319148936170213,2.12765957446809,2.12765957446809,80.8510638297872,2.12765957446809,4.25531914893617,0,0,8.51063829787234,0,0,0,0,21.2765957446809,"Yes"
2,30.14005,0,1,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,50,"Yes"
10,106.5029,0.8,0.2,0,0,0.7,0.3,0,0,100,0,0,0,0,0,0,0,0,0,10,"Yes"
1,0.725266666666667,0,1,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
1,7.001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
3,15.86955,0.666666666666667,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0,0,33.3333333333333,0,33.3333333333333,0,33.3333333333333,0,0,0,0,0,0,"Yes"
1,0.85,0,1,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,"Yes"
5,200.544016666667,0.2,0.8,0.2,0,0.8,0,0,20,60,0,20,0,0,0,0,0,0,0,100,"Yes"
1,88.8586833333333,0,1,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,100,"No"
1,0.43095,1,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
2,44.5955333333333,0.5,0.5,0,1,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50,"No"
4,26.5632333333333,0.5,0.5,0,0,0.5,0.5,0,0,0,50,50,0,0,0,0,0,0,0,0,"Yes"
6,113.67915,0.333333333333333,0.666666666666667,0,0,1,0,0,16.6666666666667,33.3333333333333,0,0,0,0,50,0,0,0,0,16.6666666666667,"No"
13,65.4447666666667,1,0,0.0769230769230769,0.923076923076923,0,0,0,15.3846153846154,0,23.0769230769231,53.8461538461538,0,7.69230769230769,0,0,0,0,0,46.1538461538462,"Yes"
22,783.493816666667,0.363636363636364,0.636363636363636,0.0909090909090909,0.318181818181818,0.5,0.0909090909090909,0,45.4545454545455,45.4545454545455,4.54545454545455,0,0,0,4.54545454545455,0,0,0,0,45.4545454545455,"Yes"
9,350.814366666667,0.444444444444444,0.555555555555556,0.111111111111111,0.222222222222222,0.444444444444444,0.222222222222222,0,11.1111111111111,11.1111111111111,0,77.7777777777778,0,0,0,0,0,0,0,44.4444444444444,"Yes"
164,3755.55696666667,0.451219512195122,0.548780487804878,0.207317073170732,0.548780487804878,0.201219512195122,0.0426829268292683,1.21951219512195,9.75609756097561,3.65853658536585,6.70731707317073,35.3658536585366,0,1.21951219512195,28.6585365853659,0,2.4390243902439,6.09756097560976,4.8780487804878,33.5365853658537,"No"
1,1.30731666666667,0,1,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
1,0.161516666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
119,2118.35756666667,0.512605042016807,0.487394957983193,0.0588235294117647,0.210084033613445,0.638655462184874,0.092436974789916,4.20168067226891,25.2100840336134,37.8151260504202,14.2857142857143,13.4453781512605,1.68067226890756,0,2.52100840336134,0,0.840336134453782,0,0,21.0084033613445,"Yes"
3,21.2692666666667,1,0,0,0.666666666666667,0.333333333333333,0,0,0,33.3333333333333,0,66.6666666666667,0,0,0,0,0,0,0,33.3333333333333,"Yes"
20,369.182016666667,0.6,0.4,0.3,0.3,0.4,0,0,0,90,0,10,0,0,0,0,0,0,0,30,"Yes"
1,0.136266666666667,1,0,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,"No"
5,3.84205,1,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,20,"No"
22,672.239466666667,0.954545454545455,0.0454545454545455,0,0.0454545454545455,0.136363636363636,0.818181818181818,0,0,0,0,54.5454545454545,0,0,0,0,0,45.4545454545455,0,59.0909090909091,"Yes"
3,100.826266666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0.666666666666667,0,0,0,33.3333333333333,0,0,0,0,33.3333333333333,0,0,33.3333333333333,0,33.3333333333333,"No"
16,122.9075,0.3125,0.6875,0.25,0.0625,0.4375,0.25,0,12.5,43.75,18.75,18.75,0,0,6.25,0,0,0,0,37.5,"No"
9,91.0377333333333,0.222222222222222,0.777777777777778,0,0.333333333333333,0.222222222222222,0.444444444444444,0,33.3333333333333,0,44.4444444444444,22.2222222222222,0,0,0,0,0,0,0,22.2222222222222,"No"
2,57.0238833333333,0.5,0.5,0.5,0,0.5,0,0,0,100,0,0,0,0,0,0,0,0,0,50,"Yes"
47,633.8704,0.48936170212766,0.51063829787234,0.25531914893617,0.404255319148936,0.319148936170213,0.0212765957446809,4.25531914893617,19.1489361702128,23.4042553191489,19.1489361702128,29.7872340425532,0,2.12765957446809,2.12765957446809,0,0,0,0,23.4042553191489,"Yes"
9,200.120816666667,0.666666666666667,0.333333333333333,0.333333333333333,0.222222222222222,0.333333333333333,0.111111111111111,0,0,88.8888888888889,0,0,0,0,11.1111111111111,0,0,0,0,66.6666666666667,"Yes"
1,0.122016666666667,0,1,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,"Yes"
1,0.7245,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
2,0.207866666666667,0,1,0,1,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,"No"
5,106.47825,0.4,0.6,0.2,0.4,0.4,0,20,0,40,40,0,0,0,0,0,0,0,0,60,"No"
12,103.495,0.5,0.5,0.166666666666667,0,0.25,0.583333333333333,0,83.3333333333333,0,0,16.6666666666667,0,0,0,0,0,0,0,25,"Yes"
44,630.61945,0.772727272727273,0.227272727272727,0.0909090909090909,0,0.909090909090909,0,0,0,25,0,38.6363636363636,0,0,25,0,0,0,11.3636363636364,20.4545454545455,"Yes"
1,3.28968333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"No"
2,1.84916666666667,1,0,0,1,0,0,0,0,50,0,0,0,0,50,0,0,0,0,100,"Yes"
2,21.7443,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
10,95.3775166666667,1,0,0.2,0,0.6,0.2,0,0,90,0,10,0,0,0,0,0,0,0,30,"No"
1,1.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,"Yes"
10,144.975433333333,0.7,0.3,0.8,0.2,0,0,0,0,40,40,0,0,10,0,0,0,10,0,20,"Yes"
1,0.576983333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"Yes"
1,1.05235,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
2,11.8138666666667,1,0,0,0,0,1,0,0,0,0,50,0,0,50,0,0,0,0,0,"Yes"
2,4.61486666666667,0,1,0,0,0.5,0.5,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
1,1.36248333333333,1,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"No"
1,89.0035,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"No"
1,0.643716666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"No"
4,162.301366666667,0.25,0.75,0,0.25,0.75,0,0,0,25,25,0,0,50,0,0,0,0,0,25,"Yes"
1,55,1,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"No"
3,47.4460333333333,1,0,0,0,1,0,0,0,0,0,33.3333333333333,0,0,66.6666666666667,0,0,0,0,33.3333333333333,"No"
18,348.50065,0.777777777777778,0.222222222222222,0,0,0.333333333333333,0.666666666666667,0,16.6666666666667,0,5.55555555555556,72.2222222222222,0,0,5.55555555555556,0,0,0,0,38.8888888888889,"Yes"
37,784.3979,0.837837837837838,0.162162162162162,0.486486486486487,0.324324324324324,0.189189189189189,0,0,2.7027027027027,94.5945945945946,2.7027027027027,0,0,0,0,0,0,0,0,32.4324324324324,"Yes"
15,491.1846,0.933333333333333,0.0666666666666667,0.2,0.2,0.4,0.2,0,0,53.3333333333333,13.3333333333333,33.3333333333333,0,0,0,0,0,0,0,73.3333333333333,"Yes"
3,75.57585,0,1,1,0,0,0,0,0,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,100,"Yes"
2,4.48423333333333,1,0,0,0,0.5,0.5,0,0,50,0,0,0,0,0,0,0,50,0,0,"Yes"
5,77.4074,0,1,0,0,1,0,0,0,0,0,40,0,0,40,0,0,0,20,40,"Yes"
2,7.84921666666667,1,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
3,7.35068333333333,1,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,66.6666666666667,0,0,33.3333333333333,0,0,0,0,33.3333333333333,"No"
56,1243.82218333333,0.785714285714286,0.214285714285714,0.0714285714285714,0.0714285714285714,0.482142857142857,0.375,0,42.8571428571429,12.5,17.8571428571429,14.2857142857143,0,1.78571428571429,3.57142857142857,0,0,5.35714285714286,1.78571428571429,57.1428571428571,"Yes"
7,17.6939666666667,1,0,0,1,0,0,57.1428571428571,14.2857142857143,0,0,14.2857142857143,0,0,0,14.2857142857143,0,0,0,28.5714285714286,"Yes"
1,1.35,1,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,100,"No"
3,32.9028166666667,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,66.6666666666667,0,0,0,0,33.3333333333333,0,0,0,0,33.3333333333333,"Yes"
11,455.815116666667,0.818181818181818,0.181818181818182,0.454545454545455,0.454545454545455,0.0909090909090909,0,0,0,18.1818181818182,36.3636363636364,9.09090909090909,0,27.2727272727273,0,0,0,9.09090909090909,0,54.5454545454545,"Yes"
7,88.5673166666667,1,0,0.571428571428571,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
15,522.975,0.333333333333333,0.666666666666667,0.133333333333333,0.6,0.266666666666667,0,0,20,66.6666666666667,0,6.66666666666667,0,0,6.66666666666667,0,0,0,0,66.6666666666667,"Yes"
1,0.6425,0,1,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,"No"
11,107.069583333333,1,0,0,1,0,0,0,0,9.09090909090909,18.1818181818182,0,0,0,36.3636363636364,0,0,0,36.3636363636364,45.4545454545455,"Yes"
3,11.1745833333333,0,1,0,0,0.666666666666667,0.333333333333333,0,33.3333333333333,0,0,66.6666666666667,0,0,0,0,0,0,0,0,"No"
2,24.1211166666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"Yes"
3,1.93933333333333,1,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,66.6666666666667,"No"
1,0.709966666666667,1,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"No"
1,59.0422333333333,1,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,"No"
