"noShows","total_Time","weekday","weekend","Afternoon","Day","Evening","Night","Children","Comedy","Drama","Entertainment","Factual","Learning","Music","News","NoGenre","RelEthics","Sport","Weather","per_al_Watched","watched_in_Feb"
2,8.16711666666667,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
1,1.68333333333333,1,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"Yes"
6,157.173883333333,0,1,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,16.6666666666667,0,0,83.3333333333333,0,16.6666666666667,"Yes"
1,58.0356,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"No"
53,1361.62361666667,0.773584905660377,0.226415094339623,0.39622641509434,0.132075471698113,0.452830188679245,0.0188679245283019,1.88679245283019,16.9811320754717,5.66037735849057,22.6415094339623,47.1698113207547,0,3.77358490566038,0,0,0,1.88679245283019,0,50.9433962264151,"Yes"
1,4.2035,0,1,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,"No"
19,185.471016666667,0.894736842105263,0.105263157894737,0.684210526315789,0.263157894736842,0.0526315789473684,0,100,0,0,0,0,0,0,0,0,0,0,0,26.3157894736842,"Yes"
1,16.1415,1,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
13,549.1728,0.692307692307692,0.307692307692308,0,0,0.769230769230769,0.230769230769231,0,0,38.4615384615385,0,61.5384615384615,0,0,0,0,0,0,0,53.8461538461538,"Yes"
1,33.8811166666667,1,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,"No"
1,3.66666666666667,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"No"
3,83.8807833333333,1,0,0,0.666666666666667,0,0.333333333333333,0,0,66.6666666666667,0,33.3333333333333,0,0,0,0,0,0,0,33.3333333333333,"Yes"
1,0.150633333333333,0,1,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
1,1.28631666666667,1,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,100,"No"
2,170,1,0,0.5,0,0.5,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"Yes"
1,0.864916666666667,1,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"Yes"
2,2.79371666666667,1,0,0,0.5,0.5,0,0,50,0,0,50,0,0,0,0,0,0,0,50,"Yes"
1,1.63145,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
15,68.1020666666667,1,0,0.733333333333333,0.266666666666667,0,0,0,46.6666666666667,20,0,6.66666666666667,0,0,0,0,0,26.6666666666667,0,0,"Yes"
5,180.240366666667,1,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,60,"Yes"
2,1.9493,1,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"Yes"
4,12.18195,0.25,0.75,0,0,0,1,0,0,25,0,0,0,75,0,0,0,0,0,75,"No"
9,102.858616666667,1,0,0,0,1,0,0,0,88.8888888888889,0,11.1111111111111,0,0,0,0,0,0,0,22.2222222222222,"No"
2,18.7656,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,50,0,0,50,0,0,"Yes"
19,462.632133333333,0.315789473684211,0.684210526315789,0.315789473684211,0.157894736842105,0.526315789473684,0,0,68.4210526315789,0,15.7894736842105,15.7894736842105,0,0,0,0,0,0,0,52.6315789473684,"Yes"
5,41.3117666666667,1,0,0,0.8,0,0.2,0,0,20,0,40,0,0,20,0,0,20,0,20,"Yes"
2,117.628816666667,1,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,"No"
1,4.65286666666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
1,1.0024,1,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"No"
1,7.00176666666667,0,1,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
1,2.00098333333333,0,1,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
18,183.7695,0.722222222222222,0.277777777777778,0.222222222222222,0,0.777777777777778,0,0,11.1111111111111,0,5.55555555555556,44.4444444444444,0,0,27.7777777777778,0,0,0,11.1111111111111,22.2222222222222,"No"
5,93.4188666666667,1,0,0,0,0.8,0.2,0,0,40,0,0,0,0,40,0,0,0,20,80,"Yes"
7,127.3455,0.857142857142857,0.142857142857143,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,42.8571428571429,"Yes"
1,28.0005166666667,1,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,"No"
5,116.41235,0.2,0.8,0.2,0.2,0.2,0.4,0,0,40,0,60,0,0,0,0,0,0,0,20,"No"
1,0.783333333333333,0,1,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"No"
1,0.79815,1,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"No"
3,31.5813166666667,1,0,0.666666666666667,0,0.333333333333333,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"Yes"
1,0.0959333333333333,1,0,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,"No"
4,63.0645,0,1,0.5,0,0.5,0,0,100,0,0,0,0,0,0,0,0,0,0,25,"No"
1,5.75633333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
1,1.45,1,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,100,"No"
2,4.67483333333333,0,1,0,0,1,0,0,50,50,0,0,0,0,0,0,0,0,0,0,"No"
4,91.7943,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,25,"Yes"
2,1.34136666666667,0,1,1,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,"No"
5,235.799966666667,0.4,0.6,0,0,1,0,0,0,20,0,0,0,0,0,0,0,80,0,20,"No"
10,54.8246333333333,0.9,0.1,0,0.2,0.1,0.7,0,0,30,20,30,0,0,10,0,0,10,0,20,"Yes"
1,0.291233333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"No"
1,22.4941166666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"No"
4,174.78855,0.5,0.5,0.25,0,0.75,0,25,0,75,0,0,0,0,0,0,0,0,0,50,"Yes"
9,156.1339,0.666666666666667,0.333333333333333,0.333333333333333,0.111111111111111,0.555555555555556,0,0,22.2222222222222,0,0,77.7777777777778,0,0,0,0,0,0,0,22.2222222222222,"Yes"
3,5.35011666666667,0.333333333333333,0.666666666666667,0,0.666666666666667,0.333333333333333,0,0,0,33.3333333333333,0,33.3333333333333,0,33.3333333333333,0,0,0,0,0,66.6666666666667,"No"
3,51.1285333333333,1,0,0,0,1,0,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,0,0,33.3333333333333,"Yes"
51,1519.51301666667,0.686274509803922,0.313725490196078,0,0,0.549019607843137,0.450980392156863,0,13.7254901960784,66.6666666666667,9.80392156862745,1.96078431372549,0,7.84313725490196,0,0,0,0,0,58.8235294117647,"Yes"
7,34.1856333333333,0,1,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,"No"
1,0.5267,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
6,110.3473,0.5,0.5,0,0,1,0,0,0,0,16.6666666666667,0,0,0,0,0,0,50,33.3333333333333,16.6666666666667,"No"
13,151.024166666667,0.461538461538462,0.538461538461538,0.0769230769230769,0,0.923076923076923,0,0,7.69230769230769,0,7.69230769230769,84.6153846153846,0,0,0,0,0,0,0,15.3846153846154,"Yes"
39,524.8972,0.538461538461538,0.461538461538462,0.282051282051282,0.102564102564103,0.615384615384615,0,17.9487179487179,2.56410256410256,23.0769230769231,0,53.8461538461538,0,0,2.56410256410256,0,0,0,0,25.6410256410256,"Yes"
1,0.160383333333333,1,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
3,52.954,0.666666666666667,0.333333333333333,0,0.333333333333333,0.666666666666667,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
3,17.6570166666667,0,1,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"Yes"
10,63.8980166666667,1,0,0,0,1,0,0,20,0,0,80,0,0,0,0,0,0,0,0,"No"
1,0.500616666666667,1,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"No"
1,13.05065,0,1,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"Yes"
1,1.61046666666667,1,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"No"
1,2.2,0,1,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"No"
2,8.73735,0,1,0.5,0,0.5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"Yes"
1,16.5832333333333,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"Yes"
9,231.733916666667,1,0,0.222222222222222,0.333333333333333,0.444444444444444,0,0,0,11.1111111111111,11.1111111111111,11.1111111111111,0,0,55.5555555555556,0,0,0,11.1111111111111,33.3333333333333,"No"
4,24.2481666666667,0.75,0.25,0,0.25,0.75,0,0,0,100,0,0,0,0,0,0,0,0,0,25,"Yes"
1,1.35,1,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,100,"No"
1,88.4300833333333,1,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"No"
4,30.7544166666667,0,1,0,0,0.5,0.5,0,0,25,0,0,0,0,0,0,0,75,0,0,"No"
1,31.6442166666667,1,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,"Yes"
1,11.8179833333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
49,538.473183333333,0.816326530612245,0.183673469387755,0.26530612244898,0.244897959183673,0.36734693877551,0.122448979591837,0,0,4.08163265306122,0,91.8367346938776,0,0,2.04081632653061,0,0,2.04081632653061,0,12.2448979591837,"Yes"
5,135.745116666667,0.6,0.4,0,0.4,0,0.6,0,20,40,0,0,0,0,40,0,0,0,0,20,"Yes"
1,0.966666666666667,0,1,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"Yes"
6,53.4279,0.5,0.5,0,0.666666666666667,0,0.333333333333333,0,0,0,33.3333333333333,0,0,50,16.6666666666667,0,0,0,0,0,"Yes"
4,5.23016666666667,1,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,75,"Yes"
140,3617.50688333333,0.55,0.45,0.257142857142857,0.314285714285714,0.371428571428571,0.0571428571428571,0,2.85714285714286,2.14285714285714,0,52.8571428571429,0,0,37.1428571428571,0,0,0,5,48.5714285714286,"Yes"
2,36.3062333333333,0,1,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,50,"Yes"
1,0.135533333333333,1,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
3,0.9299,1,0,0,0,1,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,66.6666666666667,0,"No"
1,31.35765,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
2,14.6268,0.5,0.5,0.5,0,0.5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"Yes"
32,639.407666666667,0.90625,0.09375,0,0,1,0,3.125,18.75,34.375,0,43.75,0,0,0,0,0,0,0,31.25,"Yes"
1,0.134533333333333,1,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
2,1.12406666666667,0,1,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
2,3.9,1,0,0,1,0,0,0,0,50,0,50,0,0,0,0,0,0,0,100,"Yes"
1,8.16666666666667,0,1,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,"No"
1,12.8108333333333,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
2,3.5,1,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,100,"No"
14,351.964066666667,0.428571428571429,0.571428571428571,0.0714285714285714,0,0.928571428571429,0,0,28.5714285714286,50,0,0,0,0,14.2857142857143,0,0,0,7.14285714285714,50,"Yes"
3,52.06115,0,1,0,0,1,0,0,0,0,0,66.6666666666667,0,33.3333333333333,0,0,0,0,0,100,"No"
1,1.26128333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
39,819.277283333333,0.717948717948718,0.282051282051282,0.179487179487179,0,0.82051282051282,0,0,20.5128205128205,12.8205128205128,7.69230769230769,43.5897435897436,0,0,12.8205128205128,0,0,2.56410256410256,0,41.025641025641,"Yes"
8,17.2471666666667,0.875,0.125,0.125,0.375,0.375,0.125,0,0,12.5,12.5,25,0,12.5,25,12.5,0,0,0,62.5,"Yes"
4,91.3114,0.5,0.5,0,0.5,0.5,0,0,0,100,0,0,0,0,0,0,0,0,0,25,"Yes"
2,38.4724833333333,0.5,0.5,0,0.5,0.5,0,0,100,0,0,0,0,0,0,0,0,0,0,50,"Yes"
1,1.01666666666667,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"Yes"
18,28.5177666666667,0.944444444444444,0.0555555555555556,0.222222222222222,0.5,0.0555555555555556,0.222222222222222,0,50,0,0,38.8888888888889,0,0,5.55555555555556,5.55555555555556,0,0,0,88.8888888888889,"Yes"
2,13.7907666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
32,262.474966666667,0.96875,0.03125,0.25,0.0625,0.59375,0.09375,0,0,53.125,6.25,40.625,0,0,0,0,0,0,0,21.875,"Yes"
1,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,"No"
2,28.51865,1,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,100,0,50,"No"
2,2.83241666666667,1,0,0,1,0,0,0,0,0,0,50,0,0,50,0,0,0,0,50,"No"
2,8.03783333333333,0,1,0,0,0.5,0.5,0,0,0,0,0,0,50,0,0,0,50,0,0,"No"
2,2.86831666666667,1,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
10,343.870316666667,0.7,0.3,0.1,0,0.6,0.3,0,10,20,0,30,0,0,20,0,0,0,20,70,"No"
3,39.2647166666667,1,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
18,345.946166666667,0.888888888888889,0.111111111111111,0.333333333333333,0.444444444444444,0.166666666666667,0.0555555555555556,0,5.55555555555556,83.3333333333333,11.1111111111111,0,0,0,0,0,0,0,0,16.6666666666667,"Yes"
4,36.7710666666667,1,0,0.5,0.5,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,"No"
21,629.712766666667,0.285714285714286,0.714285714285714,0.0952380952380952,0.380952380952381,0.476190476190476,0.0476190476190476,0,0,47.6190476190476,0,52.3809523809524,0,0,0,0,0,0,0,57.1428571428571,"Yes"
6,166.439683333333,0,1,0,0,1,0,0,0,0,0,66.6666666666667,0,0,16.6666666666667,0,0,16.6666666666667,0,50,"Yes"
2,2.27451666666667,0,1,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,"Yes"
40,780.419683333333,0.525,0.475,0.15,0.825,0.025,0,0,0,0,2.5,35,0,2.5,32.5,0,7.5,7.5,12.5,22.5,"Yes"
5,225.72115,0.4,0.6,0,0.6,0.4,0,0,20,40,40,0,0,0,0,0,0,0,0,40,"Yes"
2,3.45123333333333,0.5,0.5,0.5,0,0,0.5,0,0,0,0,50,0,50,0,0,0,0,0,50,"Yes"
21,628.158483333333,0.571428571428571,0.428571428571429,0.428571428571429,0.476190476190476,0.0952380952380952,0,0,0,95.2380952380952,0,0,0,4.76190476190476,0,0,0,0,0,52.3809523809524,"Yes"
24,554.928,0.875,0.125,0.0833333333333333,0.333333333333333,0.416666666666667,0.166666666666667,0,0,8.33333333333333,4.16666666666667,54.1666666666667,0,0,16.6666666666667,0,0,0,16.6666666666667,45.8333333333333,"Yes"
2,1.55,0,1,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"No"
2,1.49416666666667,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
2,8.60125,1,0,0,0.5,0.5,0,0,0,0,0,100,0,0,0,0,0,0,0,100,"Yes"
3,1.22268333333333,1,0,0,0,1,0,0,0,33.3333333333333,0,33.3333333333333,0,0,33.3333333333333,0,0,0,0,0,"No"
1,0.132833333333333,0,1,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"Yes"
1,56.0005166666667,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,100,"No"
5,10.6759666666667,0.8,0.2,0.4,0.6,0,0,0,0,20,80,0,0,0,0,0,0,0,0,60,"Yes"
3,62.2509166666667,1,0,0,0.666666666666667,0.333333333333333,0,0,0,33.3333333333333,33.3333333333333,0,0,0,0,0,0,33.3333333333333,0,66.6666666666667,"Yes"
4,56.0738833333333,0.25,0.75,0,0.75,0.25,0,0,0,100,0,0,0,0,0,0,0,0,0,25,"No"
4,92.4715,0,1,0,0,0.25,0.75,0,0,50,0,0,0,0,25,0,0,0,25,25,"No"
87,2185.33295,0.655172413793103,0.344827586206897,0.0114942528735632,0,0.367816091954023,0.620689655172414,0,2.29885057471264,19.5402298850575,3.44827586206897,29.8850574712644,0,17.2413793103448,10.3448275862069,0,0,16.0919540229885,1.14942528735632,58.6206896551724,"Yes"
2,81.9943,0.5,0.5,0,0,0,1,0,0,0,0,50,0,0,0,0,0,50,0,100,"Yes"
13,136.341333333333,1,0,0,0,0.538461538461538,0.461538461538462,0,7.69230769230769,30.7692307692308,30.7692307692308,15.3846153846154,0,7.69230769230769,0,0,0,7.69230769230769,0,0,"No"
2,0.765533333333333,0,1,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"No"
1,1.09765,1,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
17,141.9245,0.647058823529412,0.352941176470588,0,0.117647058823529,0.882352941176471,0,0,35.2941176470588,11.7647058823529,0,47.0588235294118,0,5.88235294117647,0,0,0,0,0,23.5294117647059,"Yes"
20,628.663333333333,0.15,0.85,0.25,0.3,0.2,0.25,0,0,5,0,10,0,0,5,0,0,80,0,30,"Yes"
2,18.4621333333333,0,1,0,0.5,0.5,0,0,0,50,0,0,0,0,50,0,0,0,0,0,"Yes"
45,1537.9616,0.355555555555556,0.644444444444444,0.0888888888888889,0.333333333333333,0.466666666666667,0.111111111111111,0,0,0,2.22222222222222,8.88888888888889,0,2.22222222222222,4.44444444444444,0,2.22222222222222,80,0,22.2222222222222,"Yes"
2,25.2816833333333,1,0,0.5,0,0,0.5,0,100,0,0,0,0,0,0,0,0,0,0,0,"Yes"
1,1.00101666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
3,2.46413333333333,1,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,100,0,0,0,0,0,0,0,66.6666666666667,"No"
9,21.2405166666667,0,1,0,0.111111111111111,0.888888888888889,0,0,22.2222222222222,77.7777777777778,0,0,0,0,0,0,0,0,0,0,"Yes"
1,11.7079166666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
1,0.143016666666667,0,1,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
3,93.1974833333333,0,1,0,0,1,0,0,33.3333333333333,33.3333333333333,0,0,0,0,33.3333333333333,0,0,0,0,33.3333333333333,"Yes"
22,291.58885,0.954545454545455,0.0454545454545455,0.272727272727273,0,0.363636363636364,0.363636363636364,0,4.54545454545455,77.2727272727273,0,13.6363636363636,0,0,4.54545454545455,0,0,0,0,22.7272727272727,"Yes"
3,4.27241666666667,0.333333333333333,0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,33.3333333333333,0,0,33.3333333333333,0,0,0,33.3333333333333,0,33.3333333333333,"Yes"
48,1420.06433333333,0.75,0.25,0.0625,0.166666666666667,0.354166666666667,0.416666666666667,2.08333333333333,6.25,8.33333333333333,16.6666666666667,52.0833333333333,0,4.16666666666667,8.33333333333333,0,0,2.08333333333333,0,56.25,"Yes"
1,29.8568166666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
15,148.890733333333,0.933333333333333,0.0666666666666667,0.466666666666667,0.0666666666666667,0.466666666666667,0,100,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,"Yes"
6,9.7382,0.5,0.5,0,0.833333333333333,0,0.166666666666667,33.3333333333333,16.6666666666667,0,0,50,0,0,0,0,0,0,0,16.6666666666667,"Yes"
17,257.3079,0.823529411764706,0.176470588235294,0.117647058823529,0,0.823529411764706,0.0588235294117647,0,0,29.4117647058824,0,52.9411764705882,0,0,17.6470588235294,0,0,0,0,23.5294117647059,"No"
2,2.86958333333333,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
1,0.333583333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
4,95.6323166666667,0.25,0.75,0.5,0,0.5,0,0,100,0,0,0,0,0,0,0,0,0,0,75,"No"
5,123.550066666667,0,1,0,0,1,0,0,0,0,0,60,0,0,40,0,0,0,0,40,"Yes"
5,97.3547166666667,0.4,0.6,0.4,0,0.6,0,0,0,20,0,80,0,0,0,0,0,0,0,40,"No"
4,18.7328833333333,0.75,0.25,0.25,0,0.75,0,0,25,50,0,25,0,0,0,0,0,0,0,50,"Yes"
2,11.3377,0.5,0.5,0.5,0,0.5,0,0,0,50,0,50,0,0,0,0,0,0,0,0,"Yes"
7,116.877,0.285714285714286,0.714285714285714,0,0,0.285714285714286,0.714285714285714,0,42.8571428571429,0,57.1428571428571,0,0,0,0,0,0,0,0,42.8571428571429,"Yes"
5,0.901133333333333,1,0,0,0.2,0,0.8,0,0,80,0,0,0,0,0,0,0,20,0,0,"No"
1,15.2917833333333,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,"No"
12,30.7763,0.583333333333333,0.416666666666667,0.166666666666667,0.416666666666667,0.416666666666667,0,0,0,16.6666666666667,33.3333333333333,0,0,0,8.33333333333333,0,8.33333333333333,33.3333333333333,0,0,"Yes"
1,0.916666666666667,0,1,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,100,"No"
21,537.22045,0.904761904761905,0.0952380952380952,0.0476190476190476,0.142857142857143,0.714285714285714,0.0952380952380952,0,0,23.8095238095238,9.52380952380952,52.3809523809524,0,0,14.2857142857143,0,0,0,0,38.0952380952381,"No"
4,72.90825,0.25,0.75,0,0,0.75,0.25,0,0,0,25,50,0,0,25,0,0,0,0,25,"Yes"
7,44.5470666666667,0.142857142857143,0.857142857142857,0.285714285714286,0,0.714285714285714,0,0,0,14.2857142857143,0,42.8571428571429,0,0,28.5714285714286,0,0,14.2857142857143,0,14.2857142857143,"Yes"
2,0.923283333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"No"
1,0.678116666666667,0,1,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,"No"
16,603.504816666667,0.5625,0.4375,0,0.3125,0,0.6875,0,25,12.5,0,56.25,0,0,6.25,0,0,0,0,62.5,"No"
9,253.796033333333,0.222222222222222,0.777777777777778,0.222222222222222,0.555555555555556,0.222222222222222,0,0,11.1111111111111,0,11.1111111111111,0,0,0,11.1111111111111,0,0,66.6666666666667,0,11.1111111111111,"No"
12,75.7091666666667,0.5,0.5,0.583333333333333,0.0833333333333333,0.25,0.0833333333333333,25,0,75,0,0,0,0,0,0,0,0,0,8.33333333333333,"Yes"
2,10.33175,0,1,0,0,1,0,0,50,50,0,0,0,0,0,0,0,0,0,50,"Yes"
37,615.926266666667,0.783783783783784,0.216216216216216,0.162162162162162,0.324324324324324,0.297297297297297,0.216216216216216,0,0,0,2.7027027027027,24.3243243243243,0,2.7027027027027,64.8648648648649,0,2.7027027027027,0,2.7027027027027,24.3243243243243,"Yes"
2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,"Yes"
16,84.7960666666667,0.4375,0.5625,0,0.25,0.3125,0.4375,0,12.5,0,31.25,0,0,0,25,0,0,25,6.25,6.25,"No"
1,10.7275,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,"No"
3,39.5189666666667,1,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,66.6666666666667,"Yes"
16,183.837283333333,0.875,0.125,0,0.6875,0.1875,0.125,0,0,12.5,0,62.5,0,0,25,0,0,0,0,0,"Yes"
5,29.5640666666667,1,0,0.8,0,0.2,0,40,0,0,0,20,20,0,20,0,0,0,0,40,"No"
5,141.346533333333,0.6,0.4,0.4,0.2,0.4,0,0,0,0,0,40,0,0,40,0,0,20,0,20,"Yes"
2,0.33495,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"Yes"
6,92.8223833333333,0,1,0,0.833333333333333,0,0.166666666666667,0,0,0,0,0,0,100,0,0,0,0,0,16.6666666666667,"Yes"
3,3.4989,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0,0,0,0,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,0,0,0,33.3333333333333,"Yes"
12,120.352816666667,0.916666666666667,0.0833333333333333,0,0.75,0.25,0,0,0,8.33333333333333,16.6666666666667,16.6666666666667,0,0,16.6666666666667,0,0,0,41.6666666666667,16.6666666666667,"Yes"
3,67.1163333333333,1,0,0,0,1,0,0,33.3333333333333,0,66.6666666666667,0,0,0,0,0,0,0,0,66.6666666666667,"Yes"
41,765.1125,0.121951219512195,0.878048780487805,0.219512195121951,0.024390243902439,0.75609756097561,0,0,4.8780487804878,41.4634146341463,0,41.4634146341463,0,2.4390243902439,7.31707317073171,0,0,2.4390243902439,0,29.2682926829268,"Yes"
6,251.233266666667,0.666666666666667,0.333333333333333,0.166666666666667,0,0.666666666666667,0.166666666666667,16.6666666666667,0,0,50,16.6666666666667,0,0,0,0,0,0,16.6666666666667,50,"No"
1,59,0,1,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,100,"Yes"
2,69.8195166666667,1,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,50,"Yes"
1,0.5,1,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,"Yes"
57,972.850716666667,0.771929824561403,0.228070175438596,0,0,0.543859649122807,0.456140350877193,0,0,59.6491228070175,1.75438596491228,28.0701754385965,0,0,10.5263157894737,0,0,0,0,33.3333333333333,"Yes"
2,53.67745,1,0,0.5,0,0.5,0,0,0,100,0,0,0,0,0,0,0,0,0,50,"Yes"
65,2157.10381666667,0.553846153846154,0.446153846153846,0.292307692307692,0.230769230769231,0.476923076923077,0,0,0,1.53846153846154,12.3076923076923,53.8461538461538,0,6.15384615384615,1.53846153846154,0,0,24.6153846153846,0,40,"No"
2,49.0003,0,1,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,50,"Yes"
1,1.35,1,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,"Yes"
7,154.6049,1,0,0.714285714285714,0.285714285714286,0,0,0,0,0,28.5714285714286,71.4285714285714,0,0,0,0,0,0,0,14.2857142857143,"No"
2,1.82465,1,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,50,0,"No"
40,798.5221,0.775,0.225,0.15,0.4,0.35,0.1,0,20,12.5,37.5,20,0,0,5,0,0,2.5,2.5,32.5,"Yes"
